127.0.0.1 - - [19/Nov/2019:08:27:58 +0800] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:11:11 +0800] "GET /irs/sys/checkRoleName/Herther HTTP/1.1" 200 75
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:11:13 +0800] "GET /irs/sys/checkRoleName/ HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:11:15 +0800] "GET /irs/sys/adminList HTTP/1.1" 200 2266
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:11:15 +0800] "GET /irs/sys/getAdminList?page=1&limit=10&timestamp=1574125875097 HTTP/1.1" 200 583
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:11:24 +0800] "GET /irs/sys/addAdmin HTTP/1.1" 200 4452
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:11:24 +0800] "GET /irs/page/admin/addAdmin.js HTTP/1.1" 200 1908
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:12:55 +0800] "GET /irs/sys/checkAdminName/admin HTTP/1.1" 200 75
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:12:59 +0800] "GET /irs/sys/checkAdminName/ HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:12:59 +0800] "GET /irs/sys/roleList HTTP/1.1" 200 1912
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:12:59 +0800] "GET /irs/sys/getRoleList?page=1&limit=10&timestamp=1574125979725 HTTP/1.1" 200 228
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:13:01 +0800] "GET /irs/sys/addRole HTTP/1.1" 200 2297
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:13:01 +0800] "GET /irs/sys/xtreedata?timestamp=1574125981475 HTTP/1.1" 200 3124
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:13:25 +0800] "GET /irs/sys/checkRoleName/%E5%B7%A5%E4%BD%9C%E7%AE%A1%E7%90%86%E5%91%98 HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:13:26 +0800] "POST /irs/sys/insRole HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:13:27 +0800] "GET /irs/sys/roleList HTTP/1.1" 200 1912
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:13:27 +0800] "GET /irs/sys/getRoleList?page=1&limit=10&timestamp=1574126007662 HTTP/1.1" 200 296
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:13:33 +0800] "GET /irs/sys/editRole?roleId=62&roleName=Herther&roleRemark=123 HTTP/1.1" 200 2588
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:13:33 +0800] "GET /irs/sys/xtreedata?roleId=62&timestamp=1574126013196 HTTP/1.1" 200 3084
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:13:40 +0800] "GET /irs/sys/checkRoleName?roleName=%E5%B0%8F%E4%BA%8C&roleId=62 HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:13:42 +0800] "GET /irs/index.jsp HTTP/1.1" 200 4308
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:13:42 +0800] "GET /irs/sys/main HTTP/1.1" 200 4230
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:13:42 +0800] "GET /irs/main/dataAccessGender HTTP/1.1" 200 137
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:13:42 +0800] "GET /irs/main/getUserTotal HTTP/1.1" 200 1858
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:13:42 +0800] "GET /irs/main/getUsersToday HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:13:42 +0800] "GET /irs/main/getUsersYearWeek HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:13:42 +0800] "GET /irs/main/getUsersYestoday HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:13:42 +0800] "GET /irs/main/getUsersMonth HTTP/1.1" 200 221
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:13:42 +0800] "GET /irs/sys/adminList HTTP/1.1" 200 2266
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:13:42 +0800] "GET /irs/sys/getMenus HTTP/1.1" 200 1551
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:13:42 +0800] "GET /irs/sys/roleList HTTP/1.1" 200 1912
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:13:43 +0800] "GET /irs/sys/getAdminList?page=1&limit=10&timestamp=1574126022996 HTTP/1.1" 200 582
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:13:43 +0800] "GET /irs/sys/getRoleList?page=1&limit=10&timestamp=1574126023004 HTTP/1.1" 200 295
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:13:44 +0800] "POST /irs/sys/updRole HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:13:50 +0800] "GET /irs/sys/addAdmin HTTP/1.1" 200 4509
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:13:56 +0800] "GET /irs/user/addUser HTTP/1.1" 200 3879
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:13:59 +0800] "GET /irs/user/userList HTTP/1.1" 200 12235
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:13:59 +0800] "GET /irs/user/getUserList?page=1&limit=10&timestamp=1574126039744 HTTP/1.1" 200 1895
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:01 +0800] "GET /irs/user/editUser/35 HTTP/1.1" 200 3604
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:07 +0800] "GET /irs/sys/roleList HTTP/1.1" 200 1912
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:07 +0800] "GET /irs/sys/getRoleList?page=1&limit=10&timestamp=1574126047221 HTTP/1.1" 200 295
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:10 +0800] "GET /irs/sys/editRole?roleId=1&roleName=%E8%B6%85%E7%BA%A7%E7%AE%A1%E7%90%86%E5%91%98&roleRemark=%E8%B6%85%E7%BA%A7%E7%AE%A1%E7%90%86%E5%91%98 HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:10 +0800] "GET /irs/sys/xtreedata?roleId=1&timestamp=1574126050277 HTTP/1.1" 200 3085
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:19 +0800] "GET /irs/sys/adminList HTTP/1.1" 200 2266
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:19 +0800] "GET /irs/sys/getAdminList?page=1&limit=10&timestamp=1574126059944 HTTP/1.1" 200 582
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:22 +0800] "GET /irs/sys/editAdmin/18 HTTP/1.1" 200 4113
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:27 +0800] "POST /irs/sys/updAdmin HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:29 +0800] "GET /irs/index.jsp HTTP/1.1" 200 4308
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:29 +0800] "GET /irs/sys/main HTTP/1.1" 200 4230
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:29 +0800] "GET /irs/main/dataAccessGender HTTP/1.1" 200 137
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:29 +0800] "GET /irs/main/getUserTotal HTTP/1.1" 200 1858
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:29 +0800] "GET /irs/main/getUsersToday HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:29 +0800] "GET /irs/main/getUsersYearWeek HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:29 +0800] "GET /irs/main/getUsersYestoday HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:29 +0800] "GET /irs/main/getUsersMonth HTTP/1.1" 200 221
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:29 +0800] "GET /irs/sys/getMenus HTTP/1.1" 200 1551
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:29 +0800] "GET /irs/user/addUser HTTP/1.1" 200 3879
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:29 +0800] "GET /irs/user/userList HTTP/1.1" 200 12235
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:29 +0800] "GET /irs/sys/roleList HTTP/1.1" 200 1912
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:29 +0800] "GET /irs/sys/adminList HTTP/1.1" 200 2266
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:29 +0800] "GET /irs/user/getUserList?page=1&limit=10&timestamp=1574126069583 HTTP/1.1" 200 1895
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:29 +0800] "GET /irs/sys/getRoleList?page=1&limit=10&timestamp=1574126069594 HTTP/1.1" 200 295
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:29 +0800] "GET /irs/sys/getAdminList?page=1&limit=10&timestamp=1574126069600 HTTP/1.1" 200 591
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:40 +0800] "GET /irs/sys/addAdmin HTTP/1.1" 200 4509
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:42 +0800] "POST /irs/sys/checkAdminByEmail/ HTTP/1.1" 500 -
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:44 +0800] "GET /irs/sys/checkAdminName/123 HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:14:56 +0800] "POST /irs/sys/checkAdminByEmail/34675628@qq.com HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:15:20 +0800] "POST /irs/sys/insAdmin HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:15:22 +0800] "GET /irs/sys/adminList HTTP/1.1" 200 2266
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:15:22 +0800] "GET /irs/sys/getAdminList?page=1&limit=10&timestamp=1574126122292 HTTP/1.1" 200 832
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:15:24 +0800] "GET /irs/sys/loginOut HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:15:24 +0800] "GET /irs/login.jsp HTTP/1.1" 200 1727
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:15:24 +0800] "GET /irs/sys/vcode HTTP/1.1" 200 2595
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:15:32 +0800] "POST /irs/sys/login HTTP/1.1" 200 72
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:15:32 +0800] "GET /irs/sys/vcode?t=1574126132047 HTTP/1.1" 200 2571
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:15:39 +0800] "POST /irs/sys/login HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:15:39 +0800] "GET /irs/sys/index HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:15:39 +0800] "GET /irs/index.jsp HTTP/1.1" 200 4305
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:15:39 +0800] "GET /irs/sys/main HTTP/1.1" 200 4230
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:15:39 +0800] "GET /irs/sys/getMenus HTTP/1.1" 200 1621
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:15:39 +0800] "GET /irs/main/dataAccessGender HTTP/1.1" 200 137
0:0:0:0:0:0:0:1 - - [19/Nov/2019:09:15:39 +0800] "GET /irs/main/getUserTotal HTTP/1.1" 200 1858
